session_id	original_session_id
ses-839897299	ses-839897299
ses-839901711	ses-839901711
ses-839918580	ses-839918580
ses-839923820	ses-839923820
ses-839934676	ses-839934676
ses-839950047	ses-839950047
ses-839967735	ses-839967735
ses-839970836	ses-839970836
ses-840021359	ses-840021359
ses-840043481	ses-840043481
ses-840047307	ses-840047307
ses-840061977	ses-840061977
ses-840065325	ses-840065325
ses-840079573	ses-840079573
ses-840088521	ses-840088521
ses-840111112	ses-840111112
ses-840136365	ses-840136365
ses-840142339	ses-840142339
ses-840146894	ses-840146894
